Gene,Anastrozole,Abiraterone,Bexarotene,Metformin,Dexamethasone,Cigarette smoke,Harman,Plx4032,Atorvastatin,Vemurafenib,Trastuzumab,Gatifloxacin,"2,3,7,8-tetrachlorodibenzo-p-dioxin",Formoterol,Ubiquinol,Temozolomide,Hodgkin lymphoma,Pimecrolimus,Chlorpyrifos,Letrozole,Tibolone,Diclofenac,Cadmium,Colchicine,Propofol,Sevoflurane,Nsc319726,Nvp-tnks656,Gefitinib,Estradiol,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mercury,Chromium,Metoprolol,Imatinib,Doxorubicin,Apratoxin a,Hydroxyzine,Ribavirin,Sorafenib,Argyrin a,Lysophosphatidic acid,Adenosine triphosphate,Torcetrapib,Nickel,Deferasirox,Alfacalcidol,Plx4720,Fluorouracil,Epz004777,Chlorambucil,Thapsigargin,Bpde,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Phenol,Nilotinib,Quercetin,Imatinib (glivec),Luteolin,Nitric oxide,Phorbol 12-myristate 13-acetate (pma),Bortezomib,"3,3',4,4'-tetrachlorobiphenyl",Foretinib,Neocarzinostatin,R1881,Mk-886,Fenretinide,Telapristone acetate,Testosterone,Curcumin,Cediranib,Vx,"Puromycin, 2xec50, 3 d",Mek inhibitor (meki : azd6244),"Puromycin, ec50, 3 d",Triiodothyronine-[13c6] hydrochloride (t3 thyronine),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d",Paclitaxel,Isotretinoin,Folic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Mesalazine,Levofloxacin,Heregulin,Lmp-420,Mycophenolic acid,Lipopolysaccharide,Ethanol,Azathioprine,Fluticasone,Aplidin,Celecoxib,Resveratrol,4-hydroxytamoxifen,Cholestyramine,Actinomycin d,Grepafloxacin,Cocaine,Citalopram,"1,2,4-benzenetriol",Bisphenol a,Aminolevulinic acid,Calcitriol,Sirolimus,Sb 216763,Cyfluthrin,Dasatinib,Androstanolone,Carboplatin,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Carboplatin (30 h),Carboplatin (24 h),Carboplatin (36 h),Methylphenidate,Laminin,Vanadium pentoxide,Cytarabine,"Puromycin, 2xec50, 1d","Puromycin, ec50, 5 d","Puromycin, ec50, 1 d",Hydrocortisone,Hypochlorous acid,Decitabine,Y15,Azacitidine,Methotrexate,Zinc acetate,Arsenic,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",Cisplatin,Insulin,Motexafin gadolinium (4 h),Arachidonic acid,Promegestone,Doxycycline,Fgfr-specific pd173074 inhibitor,Antimony,Mln4924,Sangivamycin (nsc 65346),Gamma-tocotrienol,Pioglitazone,Tretinoin,Cycloheximide,Ciprofloxacin,Motexafin gadolinium,Nicotine,Sulforaphane
FOXO1,3367.92,171.78,6235.7,28327.97,442.97,24585.08,1236.49,5136.72,228.81,4775.87,823.67,990.77,5779.58,1757.26,13723.46,19104.04,690.49,375.91,169.26,21676.13,764.18,10035.81,419541.31,1967.61,15674.24,26086.82,10691.56,197.25,509433.66,241.25,101085.25,440917.23,264049.23,1692.29,5977.23,18455.84,561.74,147833.07,22340.08,4547.18,1932.7,67492.78,4060.23,705.4,209583.41,2158.34,3875.57,4637.96,49723.0,138.09,68963.46,120.69,29866.8,3225.21,210098.05,4889.93,5620.83,5247.77,5423.43,150115.99,307.15,5405.78,80143.27,949.48,670.23,244.43,392.48,160.28,428.28,254.3,149450.08,3815.33,5687.41,30808.07,6527.1,30960.88,586.66,22510.86,20431.2,2757.54,814.92,4543.19,98885.22,44221.93,7392.54,71249.72,757.96,148621.03,7954.96,134187.89,4276.61,108.5,622.16,4298.64,4137.06,178.53,11110.31,1110.92,2004.04,16607.14,2062.79,52687.9,88455.89,83102.51,51.14,572.2,12053.66,275.84,4479.76,585.17,31714.53,23023.75,8673.07,8644.4,8644.4,25695.99,6051.23,209742.34,36017.81,30807.98,56441.24,34715.9,1844.33,156021.17,20830.02,129.8,34170.54,1483.11,85238.68,224304.69,1387882.0,158179.25,43242.1,35183.06,18904.8,2566.38,2509.35,15823.36,306837.02,2969.41,7617.91,1602.37,7540.79,2857.04,7878.74,10398.43,34706.43,2740.73,54494.04
CD163,2305.78,95.35,6217.93,10832.73,441.57,11032.52,818.78,4308.97,139.35,3961.27,488.28,715.22,1864.81,1178.16,7148.66,8667.91,567.06,380.03,93.8,9566.72,735.82,5216.39,281896.77,1952.87,4436.32,17072.31,6629.25,150.62,519990.76,241.42,57433.19,233881.38,142073.84,1262.57,3358.89,8493.17,356.4,74827.42,9894.29,2494.29,1159.81,43676.74,2249.6,676.73,101108.19,1676.25,3822.13,4205.14,23961.29,98.5,37065.61,102.26,17060.89,1980.19,102243.99,4145.37,2648.01,2673.79,3309.74,71192.48,263.8,4017.34,37892.96,372.88,334.79,224.73,172.49,54.56,392.57,249.02,83061.08,2494.65,2710.45,17312.99,6193.01,17470.29,597.14,10459.09,20894.89,1592.01,767.22,2786.77,55170.26,22013.09,3673.55,58865.08,567.06,77149.83,5267.34,65727.6,1649.0,58.99,331.99,3551.19,3642.82,112.96,5923.17,1103.59,646.68,9520.57,769.64,25926.67,48791.52,53610.82,26.67,487.76,6812.66,103.78,2695.21,603.63,14485.12,10987.04,3043.69,3014.19,3014.19,10567.59,3502.42,87806.46,19174.22,17312.9,43688.19,21332.95,1020.69,76714.09,10793.34,88.69,15206.19,1000.51,44402.65,112787.16,1421272.58,86438.05,26148.55,20902.77,8946.64,2049.55,2367.53,9698.73,154946.98,2877.3,3818.89,1083.86,3718.18,2921.85,3816.05,5299.75,20411.83,1294.15,28316.29
IL7R,2663.29,129.78,5639.74,19729.14,410.42,17256.14,1125.76,4488.49,211.08,4232.64,593.56,910.76,3549.62,1480.97,10726.52,9625.42,524.18,352.06,164.04,13041.18,688.57,6809.0,319463.45,2272.3,15765.66,14571.72,8797.07,200.85,472683.29,229.3,104634.22,368872.25,173202.64,1439.03,4120.78,10740.65,594.66,115896.72,20943.26,3239.14,1491.69,73429.41,3163.3,612.78,133590.18,1664.26,3607.0,4250.39,27013.74,128.05,86232.81,112.19,19749.04,2699.84,116045.88,4913.0,3015.39,3394.96,3461.54,87571.45,301.39,4515.35,41744.41,614.47,368.99,218.36,226.33,112.41,395.65,251.86,138860.6,2620.2,4339.07,25328.74,7198.82,25468.59,541.8,15291.16,18941.41,2577.98,776.9,3081.87,102620.81,36831.67,6007.69,57982.99,591.05,107393.25,6802.82,74920.36,4703.02,73.69,857.71,3500.92,3249.06,161.96,9212.83,1010.79,1296.76,18202.52,1338.38,36940.49,76313.3,59395.71,42.47,434.19,9315.14,243.6,2672.25,547.75,30468.4,15760.35,7433.09,7406.86,7406.86,14855.36,4520.44,132039.16,27578.5,25328.65,48845.91,28906.11,1235.74,96737.8,14317.04,167.45,24518.61,1323.82,50187.85,157431.47,1299614.98,173821.2,37881.86,38475.12,21948.73,2260.17,2289.93,17966.48,205206.8,2586.52,5086.29,1312.11,6875.51,2618.03,6311.43,9650.89,38039.2,1541.17,45024.39
RPS29,5930.86,132.32,7813.02,38538.13,561.55,18745.7,2812.2,4891.18,541.72,4253.49,713.95,2172.14,10421.53,1815.27,14723.29,16251.76,708.42,481.25,469.39,20842.28,952.06,13707.94,419816.1,3691.24,13165.46,33672.96,10637.58,455.43,608996.78,336.19,128468.23,448136.5,240781.13,2779.81,4933.36,14031.11,1029.45,127066.8,33324.62,6315.47,2387.09,84832.83,3474.41,853.07,190498.83,2267.3,5271.32,5388.18,46883.02,165.98,96666.46,226.91,21440.57,2746.28,146119.5,4934.23,7071.95,3187.97,4072.59,149045.12,594.47,10216.79,46683.21,1533.17,509.12,308.34,228.25,86.88,667.48,351.56,150333.62,3165.14,10370.86,30845.42,7292.43,31038.93,791.75,21400.76,25502.58,3621.88,1332.97,3897.17,125687.54,60248.53,10221.78,79947.72,989.36,102292.88,7939.64,135627.59,10732.92,134.58,1223.54,4684.34,4906.95,392.66,10859.78,1407.47,6914.9,23014.9,1805.49,53661.73,77149.4,111951.13,41.75,583.63,18066.74,512.87,2913.76,776.44,83654.62,22050.01,14636.36,14599.98,14599.98,23819.38,7418.82,210164.86,34688.34,30845.31,62704.9,35787.55,1623.27,161665.18,22970.71,157.44,35575.01,4738.86,70819.66,225702.64,1645142.36,201038.59,42117.38,45032.79,28096.61,3593.13,3276.42,20572.42,275753.54,3570.18,8996.76,1384.84,10472.22,3607.13,9379.13,14456.13,44428.59,4091.87,61613.56
TXNIP,6320.09,373.42,8765.6,37740.08,526.07,29042.57,2919.31,5781.95,263.41,5341.97,2055.54,1385.3,9466.92,9158.02,28236.69,27907.75,909.42,440.15,362.9,31459.36,891.72,11478.88,536291.89,2974.05,44412.26,30760.98,12714.37,226.94,584337.68,289.32,124840.11,575723.81,355440.28,2883.07,6611.63,21070.78,881.78,193906.27,29416.65,6103.63,3792.13,89696.59,6139.05,833.74,288548.96,2602.62,4560.8,5276.28,60506.23,1109.25,98790.75,128.26,34775.53,19465.89,255907.47,5172.92,8460.89,5805.48,8034.17,204629.44,357.24,6846.28,111103.59,1954.21,869.82,308.74,2260.22,5056.63,569.59,294.36,194831.34,5594.94,6480.83,36198.0,6845.78,36379.22,704.15,26841.15,23978.14,3382.6,1038.64,10811.43,122235.32,65939.07,8546.74,89374.31,1047.14,220401.03,7578.88,177505.89,13211.66,133.64,615.56,5355.16,4697.68,204.2,14516.46,1305.91,1654.57,20921.25,7277.31,62791.53,120226.69,105850.53,58.71,667.59,15085.31,1486.34,6376.97,723.49,53687.39,27449.12,13548.4,13514.4,13514.4,31536.62,6035.4,246435.84,49977.66,36197.89,66360.96,40826.15,3679.75,202362.95,26104.21,145.26,45747.62,2010.27,106354.13,296259.77,1586827.69,204351.5,56525.43,45335.6,25356.03,13634.48,3117.31,18320.4,399326.9,3528.44,8924.62,1888.39,10832.39,3381.15,8480.37,11944.53,44770.04,4965.37,73664.79
RPLP1,8846.48,1126.8,9223.44,52473.76,598.74,35074.9,4879.02,6111.91,679.1,5501.31,3411.82,3032.61,12228.0,9482.09,29839.28,33784.65,1392.18,461.5,1039.51,33598.18,1119.43,15078.53,566308.66,4309.39,55913.52,48282.77,14143.63,457.02,592915.13,338.74,135168.2,613032.59,388137.72,4994.61,7616.09,23503.78,1815.76,195041.3,40360.36,9372.59,4323.84,101091.6,6827.65,965.97,319628.67,3587.09,5053.3,6477.9,83992.0,2865.11,109275.34,226.86,38282.64,25843.63,270499.41,5513.8,12012.62,6007.66,8883.48,230667.18,590.05,11914.46,113184.28,3719.25,1406.97,516.88,2375.46,6115.97,950.37,366.9,206932.77,6278.12,11057.15,43244.89,6973.68,43429.97,773.81,30098.52,24650.72,3814.09,1375.7,12241.65,132506.78,84088.03,9500.36,98416.4,1428.74,229599.28,7514.6,195453.75,19423.61,171.65,1073.76,7328.89,5669.34,456.83,18421.93,1371.7,7506.52,23045.98,9373.66,81170.94,125186.3,137265.49,102.57,631.21,21259.24,2498.11,6040.36,767.13,103191.48,30719.42,22424.56,22389.79,22389.79,37523.11,11772.7,275179.4,53808.55,43244.78,73856.66,47972.03,6211.6,224491.4,33772.84,308.65,55509.62,6388.68,116829.22,329638.79,1606920.04,221951.87,55984.43,49297.54,29071.11,14219.21,3832.97,19207.79,430000.65,4011.74,14330.89,2574.87,11385.5,3517.54,12371.4,13332.98,48719.57,7083.98,92982.38
RPL4,7606.87,489.93,9103.2,30618.45,555.03,46090.72,3672.55,6341.46,599.93,5894.36,2872.28,1919.96,13823.12,11278.29,35502.11,47100.72,1158.15,435.7,1032.56,46209.64,1131.38,11147.3,571698.57,3667.73,43345.94,35004.3,16184.78,290.61,568140.48,320.9,140316.6,646369.29,390298.92,4102.15,6759.04,32397.12,1228.56,252290.07,43537.0,6897.35,5159.42,106528.78,8591.56,919.74,312418.56,4784.69,4771.2,5731.57,63314.58,3219.67,114481.77,167.59,51299.46,23940.45,295884.12,5502.21,9457.21,5825.24,10527.06,205553.54,416.25,7072.52,156673.97,4396.63,2018.1,470.45,2498.4,8824.28,705.23,323.0,242774.91,6134.37,6930.15,51140.17,6972.01,51314.92,687.9,39736.45,23401.25,3944.8,985.24,14422.53,137803.82,82466.17,10797.12,106345.27,1978.64,288243.14,9163.0,176170.38,15309.02,216.72,1093.83,8378.26,5628.07,358.08,21972.67,1393.88,1988.83,26714.81,9839.82,58486.08,151030.46,96919.83,145.64,703.87,13534.38,2204.09,6602.03,682.74,50382.09,40322.76,18320.08,18287.3,18287.3,44487.94,10219.05,230191.05,71599.1,51140.06,80269.03,55604.4,5182.58,203348.21,36694.35,473.98,67291.34,3269.33,150137.19,313489.38,1549899.98,240457.81,73609.23,54525.77,31872.45,13831.77,3478.22,21239.32,442470.98,4201.66,12503.3,2292.79,12476.98,3304.25,11638.56,14390.33,53980.36,5490.41,71212.29
RPS17,4910.08,233.49,7338.39,30679.6,525.38,33921.87,2178.1,5181.82,432.87,4708.91,1027.98,1669.15,10414.43,2414.25,22508.83,29450.24,870.22,443.07,375.08,37167.46,891.08,11008.9,486112.25,3312.28,20206.0,28899.1,13677.36,290.85,573855.99,295.57,132953.05,531812.58,300752.04,2422.32,6799.15,27005.01,1001.13,212727.22,36727.9,5413.58,2960.99,89834.39,5407.41,834.1,228498.8,2754.36,4708.88,4910.42,40690.25,172.1,97874.33,148.86,39918.12,4718.24,237813.51,5131.94,8050.89,5634.56,7009.44,148265.8,418.54,7854.17,121430.1,1636.15,915.37,290.23,641.98,253.58,608.84,306.23,187726.1,3893.85,7916.74,39835.96,7087.61,40013.51,696.7,33745.29,23521.9,3985.18,1034.43,6397.77,130399.73,62387.71,11188.02,89003.14,955.87,216411.6,8840.2,132490.55,7467.73,199.82,1199.31,5137.51,4932.79,314.91,15893.85,1331.89,3413.81,25786.85,3071.49,57413.87,109736.15,94941.78,71.78,688.4,13564.37,488.27,4354.57,698.83,42236.16,34341.31,14915.34,14881.99,14881.99,35471.73,6895.97,208160.14,55856.23,39835.85,69337.21,44371.23,2735.22,153890.9,31316.32,216.04,50552.14,2305.83,125399.27,238340.9,1553761.08,212481.22,63716.96,51054.1,33929.63,3356.15,3231.73,22896.31,353109.78,3510.58,9435.54,1826.21,11489.34,3317.06,10561.96,15573.38,50499.54,3256.6,60712.13
DEFA1B,5952.28,353.27,8099.67,48913.77,567.21,34429.49,2538.75,5343.09,255.4,4879.05,2512.36,1649.48,12125.32,4076.39,30110.62,33196.72,1018.51,467.19,393.73,40602.4,980.08,11069.75,625325.04,2852.28,31923.22,43217.19,14446.64,242.99,606706.57,303.57,142325.21,677436.96,435863.24,3701.09,6487.92,29641.79,1012.6,229544.89,38900.08,6001.5,3631.17,99512.94,5732.76,888.85,363986.3,2876.38,4903.89,4878.77,69470.57,405.21,104635.55,138.81,43623.98,14374.53,338181.44,4836.26,8995.85,5512.06,8820.15,265575.19,380.78,8271.65,136246.39,2153.8,973.26,367.96,2037.97,1937.06,700.08,320.31,212365.79,4760.97,7592.76,41884.16,6912.42,42075.95,742.63,37039.48,25054.86,4118.9,1104.16,8597.84,139569.23,80312.55,11179.43,99093.59,856.23,253543.73,8979.91,241236.97,9373.43,159.01,774.71,5478.12,5086.89,251.85,17961.61,1385.97,2539.79,25730.11,5710.33,77227.67,135779.59,132372.5,61.82,691.54,17503.35,1446.83,3479.02,749.48,69386.9,37682.92,16769.48,16733.45,16733.45,40284.22,7585.0,337245.8,62915.08,41884.04,73529.31,46781.16,4785.8,268300.39,34088.65,158.09,56253.41,2038.46,147019.06,364776.13,1641179.88,230662.47,71908.69,54557.66,34173.07,9176.98,3340.29,22835.8,487808.54,3751.63,10960.21,1872.12,13210.14,3553.15,9812.6,15467.13,53958.99,4249.84,85878.99
RPL14,7434.57,170.88,7567.0,27676.23,542.42,19400.57,3525.21,5333.9,808.39,4443.25,844.13,2644.67,10745.67,2002.09,14754.06,15189.51,707.68,475.33,456.49,19885.01,1046.1,16057.75,365094.3,3981.39,21256.15,23369.01,11175.73,640.34,590583.64,349.21,130272.18,405060.76,185786.18,3231.8,6229.75,14515.19,1179.87,134977.69,31288.27,8080.99,2475.19,87102.33,3567.72,820.6,134516.1,2367.32,5272.85,6186.42,42050.17,201.71,98650.91,271.09,23315.08,3305.45,118406.87,4929.59,6658.87,3766.43,4947.28,88596.72,772.78,9910.98,52059.96,1071.46,551.42,325.8,271.14,134.81,756.64,386.44,162909.59,3677.9,11871.9,31975.27,7486.69,32159.6,790.32,21496.94,24788.76,3521.55,1527.09,4327.19,127622.2,52869.28,10332.26,78538.83,1229.46,121063.32,8175.43,69861.76,14690.19,166.66,1345.41,4681.1,4851.7,600.94,10891.7,1452.74,7436.6,21283.75,1797.28,41589.53,88506.33,80702.69,89.9,570.61,13536.35,937.12,3256.99,742.26,65595.06,22115.44,16602.92,16568.31,16568.31,26620.61,5766.53,144477.48,33806.09,31975.16,62548.21,36681.96,1705.19,99430.61,23741.85,254.3,35964.91,4165.22,71406.51,172009.39,1594711.99,205399.1,43769.23,44715.64,24533.07,4346.21,3242.64,19342.57,228761.44,3571.03,9313.29,1458.58,10490.05,3495.25,9565.69,14873.6,44140.42,5057.66,59653.96
RPS28,9180.46,399.59,8147.79,47926.74,581.51,47741.85,3291.66,6273.22,632.51,5682.05,1668.77,2453.71,12304.39,3599.97,27042.7,41752.42,1018.95,477.89,607.1,47298.55,990.01,15202.79,574688.37,4200.1,21552.04,49676.35,15837.38,456.84,605793.26,337.34,146598.89,640224.54,386665.23,4188.65,7493.83,34516.45,1319.02,243328.65,50078.03,8614.67,3398.21,103664.09,8061.76,986.92,305010.0,4770.99,5355.88,6359.88,59755.38,359.77,108543.15,220.84,49703.71,9300.22,295938.32,5357.21,10974.54,5941.92,7786.39,211546.42,593.87,11105.14,148266.85,3053.1,1855.02,370.1,1235.78,1128.77,717.08,350.73,222626.78,6050.81,11290.01,48953.22,7007.24,49143.93,790.68,42174.96,25254.27,4155.5,1385.8,8998.82,143859.15,87752.67,11439.21,106675.62,1352.99,241214.53,9425.44,196122.18,12023.6,228.48,1153.14,6850.46,6087.97,487.34,21666.68,1442.07,6910.0,27711.38,5211.8,73989.4,119098.75,138024.98,98.81,749.74,20822.0,1044.64,6009.29,777.71,93635.87,42814.91,20972.73,20936.9,20936.9,48798.69,11338.52,280167.12,67272.77,48953.11,80395.81,53822.05,3983.56,219306.71,41783.15,250.5,65735.72,4924.81,157743.94,309143.66,1632970.46,242213.28,75159.31,56661.44,37450.95,5677.48,3586.1,22108.9,437268.81,4287.62,15700.09,1911.27,11477.81,3598.84,13172.11,15961.57,56066.58,5454.03,69905.43
RPS25,9574.27,831.24,9449.71,48582.64,574.21,35695.06,4471.37,6031.41,655.72,5418.9,2836.31,2950.57,14398.92,5182.98,33090.8,33500.74,1173.7,466.2,744.94,38458.63,1069.73,14409.88,579158.08,4673.06,42348.15,43356.0,14248.53,488.72,598375.13,334.01,141070.31,640651.56,392259.29,4309.99,7848.06,26648.13,1755.26,215577.82,42083.42,9625.5,3835.81,106102.98,6082.21,909.26,319903.14,3098.98,5314.58,6470.43,76756.0,1001.13,109471.0,243.09,40032.02,24701.71,281767.02,5147.16,11913.11,6082.14,7978.61,232716.96,622.95,11384.84,127569.72,2291.14,1174.25,413.25,2307.54,3617.23,848.68,351.9,235805.82,5901.3,11870.23,42277.0,7434.43,42463.81,791.42,34093.5,25064.97,4311.72,1510.92,9032.03,138386.35,86606.08,11481.56,97647.14,1352.47,243323.59,9062.58,196812.44,15468.57,200.33,1470.05,5964.81,5574.41,474.89,17791.94,1409.48,7924.74,25320.72,7108.21,67260.47,112712.72,129021.37,83.7,685.05,20311.47,1977.2,5879.7,779.98,102155.66,34720.22,21451.5,21416.41,21416.41,37904.98,9308.09,279192.24,59072.23,42276.89,73194.3,47047.08,4595.67,229649.06,34329.51,253.38,57752.19,5771.75,135663.26,330650.15,1613647.93,234438.98,65179.45,52823.63,33178.31,13852.53,3675.9,21619.84,442856.88,3796.08,12653.44,2338.7,13053.72,3543.44,12351.21,15993.32,52240.52,6622.2,80395.8
EIF4B,8331.32,472.36,9586.01,55156.44,580.21,40382.86,4324.06,6116.73,482.72,5601.61,3189.87,2173.38,12288.11,12237.99,32216.32,41477.03,1090.56,468.18,963.96,38770.03,1104.89,13957.52,637006.08,3263.47,53622.0,47034.87,13783.49,329.73,597248.3,341.63,123824.1,660231.97,456334.35,4507.3,7126.9,27391.51,1333.19,211617.1,40531.34,8812.84,5547.69,98632.64,7578.25,956.78,387592.26,4407.9,5086.31,5973.02,91720.67,3700.31,98517.39,191.15,44295.69,25588.91,344283.24,5462.15,10408.18,5782.37,10285.26,287763.24,463.49,9860.87,134541.68,4222.04,1627.15,429.1,2484.47,9176.39,749.77,353.63,212594.3,6342.58,9389.24,43506.21,7042.94,43692.28,762.31,32003.28,24802.94,3677.85,1229.71,14777.45,121149.28,80478.66,8931.02,100547.62,1781.97,259225.51,7673.44,257740.21,18486.02,203.41,1396.98,8227.78,5831.47,370.58,19858.53,1411.21,5796.75,23991.19,9388.19,78608.62,144704.39,139172.49,100.25,695.46,15170.42,2278.74,6376.53,754.55,78531.14,32627.52,21643.24,21608.31,21608.31,41353.47,11357.43,275700.34,59665.9,43506.1,74407.04,48259.56,5633.76,280074.29,37297.83,284.12,61373.72,5292.01,130956.31,381509.92,1618129.61,210730.78,60990.37,45826.06,29648.15,15382.41,3634.81,18902.24,495630.91,4218.96,14116.21,2245.9,9976.29,3520.63,12395.53,13284.19,45245.33,7155.88,93662.01
RPS6,4891.3,305.54,6141.43,18289.55,439.3,29660.76,1878.62,5847.27,458.02,5428.11,1615.63,1343.48,8513.25,3277.05,21767.99,25045.27,752.68,362.65,326.09,28860.95,791.79,7339.33,383052.9,2362.99,24062.9,19970.04,11233.01,308.44,470603.44,255.56,116151.05,459430.28,229401.22,2402.25,6813.39,21106.56,985.39,178831.31,29833.28,7203.48,3003.78,79904.79,5195.8,679.38,168507.08,2455.8,3824.74,5417.32,29925.05,461.69,90458.27,142.05,34122.49,11904.1,167647.11,5308.36,6578.05,5909.46,6037.91,100980.22,407.72,5161.6,96343.89,2926.18,872.38,288.04,993.78,1691.94,501.42,281.67,176272.19,5686.71,5387.72,36510.19,6909.54,36648.19,549.8,27326.45,18772.82,3097.23,838.1,6318.69,114164.82,52468.17,8927.36,75458.91,962.12,183257.9,7885.63,80765.16,9344.95,137.59,1485.25,4331.79,3823.75,282.38,12821.05,1080.57,2361.34,20424.75,4258.34,37659.97,105268.12,65014.78,103.28,522.76,9927.81,807.85,5915.37,547.36,36708.39,27789.54,10023.36,9997.47,9997.47,27946.64,6917.25,144243.46,45011.25,36510.11,59765.69,40040.68,2675.93,107711.01,23438.44,286.37,42213.72,2807.42,91215.88,187230.15,1288100.89,191936.27,51240.14,41452.53,20605.55,7219.33,2503.5,17822.87,279893.44,2866.37,7752.86,1569.05,9516.3,2620.04,8466.39,11440.1,41022.11,3018.03,45967.09
HMGN3,5369.77,326.19,7470.38,39251.77,535.21,35953.68,1933.82,5811.46,357.49,5348.87,1390.89,1663.74,9741.58,2744.64,20479.8,30434.64,877.79,447.49,355.43,35528.78,908.97,13701.7,509189.89,3283.11,26074.32,35035.97,13248.72,297.31,584119.11,296.67,135973.13,568498.3,327034.06,2472.42,6637.34,25319.17,945.57,204401.12,38060.38,6032.08,2870.68,91491.2,5091.49,871.25,256412.79,3278.73,4747.18,5429.87,52645.94,198.3,100796.96,152.55,38571.2,6365.38,245142.91,5172.91,7621.32,5575.69,5872.72,175283.35,428.15,8211.83,113117.74,2372.6,1061.12,306.87,868.06,489.54,583.9,304.7,196946.12,5217.57,9195.5,40884.88,6883.81,41067.03,715.81,32537.58,24086.2,3861.83,1107.8,6078.4,133351.87,68282.97,10390.69,91955.2,961.74,207070.37,8826.62,158809.23,7652.71,166.48,946.1,5537.19,5008.01,302.5,16701.4,1337.35,3504.39,25472.58,3163.59,65768.61,116306.41,109203.31,66.32,666.53,14635.42,634.94,5339.99,718.12,52159.44,33148.47,15178.86,15144.66,15144.66,37648.1,7557.58,220000.02,52040.63,40884.78,71110.69,45541.77,3135.96,181061.06,31415.02,190.98,50384.69,2862.04,120588.14,269407.08,1583525.09,217335.7,59645.59,50515.36,32792.73,3906.29,3163.47,21299.97,374320.56,3732.84,10004.21,1705.84,10705.95,3409.52,9805.38,14455.47,49946.53,3959.07,68935.53
MYL12B,7646.82,347.22,8416.78,37254.77,571.6,39662.04,3031.48,6194.43,519.25,5675.39,1754.78,2075.34,10504.92,4440.95,28320.96,33819.05,1001.33,472.82,468.13,38638.57,975.78,12440.45,552721.19,3525.87,28290.48,37128.87,14749.36,375.84,610087.23,323.0,143101.92,619380.57,361085.91,3574.44,7259.41,27500.48,1078.0,227674.41,41726.31,8353.42,3099.03,104978.44,7284.09,935.44,283989.63,3754.01,5161.51,6164.38,57258.0,533.58,111008.15,182.82,42505.08,14697.79,262030.11,5322.52,9729.51,5974.89,7505.14,191682.64,513.62,9013.71,132434.64,3045.59,1330.94,344.16,1022.68,2299.44,655.4,329.61,223200.26,6238.36,9496.25,44990.29,7195.35,45182.06,771.55,35121.31,25417.69,3869.42,1298.35,8710.14,140345.81,77761.13,10443.38,100072.72,1264.43,236751.51,8840.73,168064.21,12100.57,181.19,1044.58,6135.52,5606.16,368.13,18694.41,1418.12,4887.5,25644.59,5463.95,59025.85,113915.49,117401.34,87.85,734.72,17947.4,782.62,6257.0,765.74,75541.67,35764.68,18098.36,18062.36,18062.36,39707.19,9151.76,260509.32,58277.97,44990.17,76720.41,49886.45,3620.69,198470.02,34045.3,233.51,56784.52,3632.44,135668.94,294344.57,1646394.88,237521.14,67838.88,53994.53,30505.24,10103.27,3385.88,20889.67,412537.15,4006.93,11997.83,1899.2,11180.39,3604.06,11283.57,14753.64,53396.15,5113.48,63126.52
DPYSL2,6677.55,506.71,9081.73,38658.76,520.04,26974.78,3847.9,5766.85,359.72,5348.38,2878.88,1696.22,11295.25,11630.06,33281.22,29703.98,999.67,416.86,872.21,25872.52,1016.66,12945.0,544233.3,3155.56,56903.01,29755.26,11337.34,240.31,553896.15,296.03,116180.41,591746.97,377354.44,3312.81,6834.9,17570.46,1207.74,170782.25,28942.27,6723.44,5931.12,96980.08,5593.81,800.32,318313.54,2510.0,4342.36,5677.48,90221.85,3884.7,99731.41,160.5,33913.71,35834.35,257817.1,5545.46,10455.29,5884.01,9658.43,236918.27,362.1,7579.39,94161.7,2696.77,820.23,390.52,2256.53,10036.94,662.87,300.02,214592.37,5909.09,7707.72,36444.46,7264.94,36614.01,662.22,22726.41,22693.29,3273.71,992.3,12054.23,113742.26,68800.41,8020.1,85648.33,1549.78,211979.34,7287.18,201843.06,16605.46,127.33,804.05,6803.7,4464.43,288.07,13866.49,1259.49,2883.45,20469.05,9826.27,47493.31,106815.24,97432.65,83.22,570.88,13940.12,2288.24,5399.03,656.72,51991.25,23295.16,14836.59,14804.78,14804.78,27541.67,6890.42,220943.11,49221.53,36444.36,64763.9,40775.82,4319.89,233019.41,27740.53,248.2,47513.82,3561.22,90114.43,330354.28,1510486.24,199913.72,47706.83,40153.01,19025.59,17093.1,3184.7,18968.63,413682.53,3472.97,10208.25,2249.72,8726.87,3181.12,8148.56,11327.4,39624.14,5517.97,80394.52
